Cod_com,Candidato (a),Sigla Partido,Votos Totales,Electo(a),Cargo,Año de Elección,Nombres,Apellido Paterno,Apellido Materno,Período,Sexo,Partido
4105,MUNIZAGA RODRIGUEZ EUGENIO,RN,1181,SI,DIPUTADO,1989,FERNANDO EUGENIO,MUNIZAGA,RODRIGUEZ,1990-1994,HOMBRE,RENOVACION NACIONAL
4106,MUNIZAGA RODRIGUEZ EUGENIO,RN,2954,SI,DIPUTADO,1989,FERNANDO EUGENIO,MUNIZAGA,RODRIGUEZ,1990-1994,HOMBRE,RENOVACION NACIONAL
9106,MUÑOZ BARRA ROBERTO,INDEP,1768,SI,DIPUTADO,1989,ROBERTO,MUÑOZ,BARRA,1990-1994,HOMBRE,INDEPENDIENTE
9108,MUÑOZ BARRA ROBERTO,INDEP,5801,SI,DIPUTADO,1989,ROBERTO,MUÑOZ,BARRA,1990-1994,HOMBRE,INDEPENDIENTE
9110,MUÑOZ BARRA ROBERTO,INDEP,401,SI,DIPUTADO,1989,ROBERTO,MUÑOZ,BARRA,1990-1994,HOMBRE,INDEPENDIENTE
9113,MUÑOZ BARRA ROBERTO,INDEP,1388,SI,DIPUTADO,1989,ROBERTO,MUÑOZ,BARRA,1990-1994,HOMBRE,INDEPENDIENTE
9119,MUÑOZ BARRA ROBERTO,INDEP,3203,SI,DIPUTADO,1989,ROBERTO,MUÑOZ,BARRA,1990-1994,HOMBRE,INDEPENDIENTE
9203,MUÑOZ BARRA ROBERTO,INDEP,2413,SI,DIPUTADO,1989,ROBERTO,MUÑOZ,BARRA,1990-1994,HOMBRE,INDEPENDIENTE
9205,MUÑOZ BARRA ROBERTO,INDEP,705,SI,DIPUTADO,1989,ROBERTO,MUÑOZ,BARRA,1990-1994,HOMBRE,INDEPENDIENTE
9211,MUÑOZ BARRA ROBERTO,INDEP,9279,SI,DIPUTADO,1989,ROBERTO,MUÑOZ,BARRA,1990-1994,HOMBRE,INDEPENDIENTE
13124,MUÑOZ DALBORA ADRIANA,PPD,20044,SI,DIPUTADO,1989,ADRIANA BLANCA CRISTINA,MUÑOZ,D'ALBORA,1990-1994,MUJER,POR LA DEMOCRACIA
13125,MUÑOZ DALBORA ADRIANA,PPD,4637,SI,DIPUTADO,1989,ADRIANA BLANCA CRISTINA,MUÑOZ,D'ALBORA,1990-1994,MUJER,POR LA DEMOCRACIA
13301,MUÑOZ DALBORA ADRIANA,PPD,6739,SI,DIPUTADO,1989,ADRIANA BLANCA CRISTINA,MUÑOZ,D'ALBORA,1990-1994,MUJER,POR LA DEMOCRACIA
13302,MUÑOZ DALBORA ADRIANA,PPD,2345,SI,DIPUTADO,1989,ADRIANA BLANCA CRISTINA,MUÑOZ,D'ALBORA,1990-1994,MUJER,POR LA DEMOCRACIA
13303,MUÑOZ DALBORA ADRIANA,PPD,1683,SI,DIPUTADO,1989,ADRIANA BLANCA CRISTINA,MUÑOZ,D'ALBORA,1990-1994,MUJER,POR LA DEMOCRACIA
7401,NARANJO ORTIZ JAIME,INDEP,13084,SI,DIPUTADO,1989,JAIME CESAR,NARANJO,ORTIZ,1990-1994,HOMBRE,INDEPENDIENTE
7402,NARANJO ORTIZ JAIME,INDEP,3896,SI,DIPUTADO,1989,JAIME CESAR,NARANJO,ORTIZ,1990-1994,HOMBRE,INDEPENDIENTE
7406,NARANJO ORTIZ JAIME,INDEP,8733,SI,DIPUTADO,1989,JAIME CESAR,NARANJO,ORTIZ,1990-1994,HOMBRE,INDEPENDIENTE
7407,NARANJO ORTIZ JAIME,INDEP,3165,SI,DIPUTADO,1989,JAIME CESAR,NARANJO,ORTIZ,1990-1994,HOMBRE,INDEPENDIENTE
7408,NARANJO ORTIZ JAIME,INDEP,2542,SI,DIPUTADO,1989,JAIME CESAR,NARANJO,ORTIZ,1990-1994,HOMBRE,INDEPENDIENTE
9106,NAVARRETE BETANZO RICARDO,PR,1724,SI,SENADOR,1989,RICARDO OSVALDO,NAVARRETE,BETANZO,1990-1994,HOMBRE,RADICAL
9108,NAVARRETE BETANZO RICARDO,PR,4879,SI,SENADOR,1989,RICARDO OSVALDO,NAVARRETE,BETANZO,1990-1994,HOMBRE,RADICAL
9110,NAVARRETE BETANZO RICARDO,PR,469,SI,SENADOR,1989,RICARDO OSVALDO,NAVARRETE,BETANZO,1990-1994,HOMBRE,RADICAL
9113,NAVARRETE BETANZO RICARDO,PR,989,SI,SENADOR,1989,RICARDO OSVALDO,NAVARRETE,BETANZO,1990-1994,HOMBRE,RADICAL
9119,NAVARRETE BETANZO RICARDO,PR,2972,SI,SENADOR,1989,RICARDO OSVALDO,NAVARRETE,BETANZO,1990-1994,HOMBRE,RADICAL
9201,NAVARRETE BETANZO RICARDO,PR,6335,SI,SENADOR,1989,RICARDO OSVALDO,NAVARRETE,BETANZO,1990-1994,HOMBRE,RADICAL
9202,NAVARRETE BETANZO RICARDO,PR,3169,SI,SENADOR,1989,RICARDO OSVALDO,NAVARRETE,BETANZO,1990-1994,HOMBRE,RADICAL
9203,NAVARRETE BETANZO RICARDO,PR,2509,SI,SENADOR,1989,RICARDO OSVALDO,NAVARRETE,BETANZO,1990-1994,HOMBRE,RADICAL
9204,NAVARRETE BETANZO RICARDO,PR,690,SI,SENADOR,1989,RICARDO OSVALDO,NAVARRETE,BETANZO,1990-1994,HOMBRE,RADICAL
9205,NAVARRETE BETANZO RICARDO,PR,622,SI,SENADOR,1989,RICARDO OSVALDO,NAVARRETE,BETANZO,1990-1994,HOMBRE,RADICAL
9206,NAVARRETE BETANZO RICARDO,PR,1633,SI,SENADOR,1989,RICARDO OSVALDO,NAVARRETE,BETANZO,1990-1994,HOMBRE,RADICAL
9207,NAVARRETE BETANZO RICARDO,PR,1435,SI,SENADOR,1989,RICARDO OSVALDO,NAVARRETE,BETANZO,1990-1994,HOMBRE,RADICAL
9208,NAVARRETE BETANZO RICARDO,PR,2065,SI,SENADOR,1989,RICARDO OSVALDO,NAVARRETE,BETANZO,1990-1994,HOMBRE,RADICAL
9209,NAVARRETE BETANZO RICARDO,PR,1420,SI,SENADOR,1989,RICARDO OSVALDO,NAVARRETE,BETANZO,1990-1994,HOMBRE,RADICAL
9210,NAVARRETE BETANZO RICARDO,PR,2852,SI,SENADOR,1989,RICARDO OSVALDO,NAVARRETE,BETANZO,1990-1994,HOMBRE,RADICAL
9211,NAVARRETE BETANZO RICARDO,PR,5723,SI,SENADOR,1989,RICARDO OSVALDO,NAVARRETE,BETANZO,1990-1994,HOMBRE,RADICAL
7401,NAVARRETE CARVACHO LUIS,INDEP,12533,SI,DIPUTADO,1989,LUIS,NAVARRETE,CARVACHO,1990-1994,HOMBRE,INDEPENDIENTE
7402,NAVARRETE CARVACHO LUIS,INDEP,819,SI,DIPUTADO,1989,LUIS,NAVARRETE,CARVACHO,1990-1994,HOMBRE,INDEPENDIENTE
7406,NAVARRETE CARVACHO LUIS,INDEP,1369,SI,DIPUTADO,1989,LUIS,NAVARRETE,CARVACHO,1990-1994,HOMBRE,INDEPENDIENTE
7407,NAVARRETE CARVACHO LUIS,INDEP,372,SI,DIPUTADO,1989,LUIS,NAVARRETE,CARVACHO,1990-1994,HOMBRE,INDEPENDIENTE
7408,NAVARRETE CARVACHO LUIS,INDEP,359,SI,DIPUTADO,1989,LUIS,NAVARRETE,CARVACHO,1990-1994,HOMBRE,INDEPENDIENTE
3101,NUÑEZ MUÑOZ RICARDO,PPD,15934,SI,SENADOR,1989,HECTOR RICARDO,NUÑEZ,MUÑOZ,1990-1994,HOMBRE,POR LA DEMOCRACIA
3102,NUÑEZ MUÑOZ RICARDO,PPD,1417,SI,SENADOR,1989,HECTOR RICARDO,NUÑEZ,MUÑOZ,1990-1994,HOMBRE,POR LA DEMOCRACIA
3103,NUÑEZ MUÑOZ RICARDO,PPD,1805,SI,SENADOR,1989,HECTOR RICARDO,NUÑEZ,MUÑOZ,1990-1994,HOMBRE,POR LA DEMOCRACIA
3201,NUÑEZ MUÑOZ RICARDO,PPD,2117,SI,SENADOR,1989,HECTOR RICARDO,NUÑEZ,MUÑOZ,1990-1994,HOMBRE,POR LA DEMOCRACIA
3202,NUÑEZ MUÑOZ RICARDO,PPD,5014,SI,SENADOR,1989,HECTOR RICARDO,NUÑEZ,MUÑOZ,1990-1994,HOMBRE,POR LA DEMOCRACIA
3301,NUÑEZ MUÑOZ RICARDO,PPD,7779,SI,SENADOR,1989,HECTOR RICARDO,NUÑEZ,MUÑOZ,1990-1994,HOMBRE,POR LA DEMOCRACIA
3302,NUÑEZ MUÑOZ RICARDO,PPD,450,SI,SENADOR,1989,HECTOR RICARDO,NUÑEZ,MUÑOZ,1990-1994,HOMBRE,POR LA DEMOCRACIA
3303,NUÑEZ MUÑOZ RICARDO,PPD,550,SI,SENADOR,1989,HECTOR RICARDO,NUÑEZ,MUÑOZ,1990-1994,HOMBRE,POR LA DEMOCRACIA
3304,NUÑEZ MUÑOZ RICARDO,PPD,1229,SI,SENADOR,1989,HECTOR RICARDO,NUÑEZ,MUÑOZ,1990-1994,HOMBRE,POR LA DEMOCRACIA
10301,OJEDA URIBE SERGIO,PDC,27232,SI,DIPUTADO,1989,SERGIO RODRIGO,OJEDA,URIBE,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10306,OJEDA URIBE SERGIO,PDC,1370,SI,DIPUTADO,1989,SERGIO RODRIGO,OJEDA,URIBE,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10307,OJEDA URIBE SERGIO,PDC,1934,SI,DIPUTADO,1989,SERGIO RODRIGO,OJEDA,URIBE,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
6101,OLIVARES SOLIS HECTOR,INDEP,37363,SI,DIPUTADO,1989,HECTOR,OLIVARES,SOLIS,1990-1994,HOMBRE,INDEPENDIENTE
13111,ORPIS BOUCHON JAIME,UDI,8062,SI,DIPUTADO,1989,JAIME ANTONIO,ORPIS,BOUCHON,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
13118,ORPIS BOUCHON JAIME,UDI,17415,SI,DIPUTADO,1989,JAIME ANTONIO,ORPIS,BOUCHON,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
13129,ORPIS BOUCHON JAIME,UDI,17256,SI,DIPUTADO,1989,JAIME ANTONIO,ORPIS,BOUCHON,1990-1994,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
7101,ORTEGA RIQUELME EUGENIO,PDC,39157,SI,DIPUTADO,1989,EUGENIO LUIS,ORTEGA,RIQUELME,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
11101,ORTIZ DE FILIPPI HUGO,RN,5202,SI,SENADOR,1989,HUGO,ORTIZ,DE FILIPPI,1990-1994,HOMBRE,RENOVACION NACIONAL
11102,ORTIZ DE FILIPPI HUGO,RN,129,SI,SENADOR,1989,HUGO,ORTIZ,DE FILIPPI,1990-1994,HOMBRE,RENOVACION NACIONAL
11201,ORTIZ DE FILIPPI HUGO,RN,1891,SI,SENADOR,1989,HUGO,ORTIZ,DE FILIPPI,1990-1994,HOMBRE,RENOVACION NACIONAL
11202,ORTIZ DE FILIPPI HUGO,RN,547,SI,SENADOR,1989,HUGO,ORTIZ,DE FILIPPI,1990-1994,HOMBRE,RENOVACION NACIONAL
11203,ORTIZ DE FILIPPI HUGO,RN,60,SI,SENADOR,1989,HUGO,ORTIZ,DE FILIPPI,1990-1994,HOMBRE,RENOVACION NACIONAL
11301,ORTIZ DE FILIPPI HUGO,RN,321,SI,SENADOR,1989,HUGO,ORTIZ,DE FILIPPI,1990-1994,HOMBRE,RENOVACION NACIONAL
11302,ORTIZ DE FILIPPI HUGO,RN,71,SI,SENADOR,1989,HUGO,ORTIZ,DE FILIPPI,1990-1994,HOMBRE,RENOVACION NACIONAL
11303,ORTIZ DE FILIPPI HUGO,RN,64,SI,SENADOR,1989,HUGO,ORTIZ,DE FILIPPI,1990-1994,HOMBRE,RENOVACION NACIONAL
11401,ORTIZ DE FILIPPI HUGO,RN,616,SI,SENADOR,1989,HUGO,ORTIZ,DE FILIPPI,1990-1994,HOMBRE,RENOVACION NACIONAL
11402,ORTIZ DE FILIPPI HUGO,RN,423,SI,SENADOR,1989,HUGO,ORTIZ,DE FILIPPI,1990-1994,HOMBRE,RENOVACION NACIONAL
8101,ORTIZ NOVOA JOSE MIGUEL,PDC,38366,SI,DIPUTADO,1989,JOSE MIGUEL,ORTIZ,NOVOA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
8103,ORTIZ NOVOA JOSE MIGUEL,PDC,9316,SI,DIPUTADO,1989,JOSE MIGUEL,ORTIZ,NOVOA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
8108,ORTIZ NOVOA JOSE MIGUEL,PDC,9027,SI,DIPUTADO,1989,JOSE MIGUEL,ORTIZ,NOVOA,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7101,PACHECO GOMEZ MAXIMO,PDC,39020,SI,SENADOR,1989,MAXIMO JOSE NEMESIO,PACHECO,GOMEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7102,PACHECO GOMEZ MAXIMO,PDC,7768,SI,SENADOR,1989,MAXIMO JOSE NEMESIO,PACHECO,GOMEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7103,PACHECO GOMEZ MAXIMO,PDC,2344,SI,SENADOR,1989,MAXIMO JOSE NEMESIO,PACHECO,GOMEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7104,PACHECO GOMEZ MAXIMO,PDC,522,SI,SENADOR,1989,MAXIMO JOSE NEMESIO,PACHECO,GOMEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7105,PACHECO GOMEZ MAXIMO,PDC,2654,SI,SENADOR,1989,MAXIMO JOSE NEMESIO,PACHECO,GOMEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7106,PACHECO GOMEZ MAXIMO,PDC,1387,SI,SENADOR,1989,MAXIMO JOSE NEMESIO,PACHECO,GOMEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7107,PACHECO GOMEZ MAXIMO,PDC,2007,SI,SENADOR,1989,MAXIMO JOSE NEMESIO,PACHECO,GOMEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7108,PACHECO GOMEZ MAXIMO,PDC,1909,SI,SENADOR,1989,MAXIMO JOSE NEMESIO,PACHECO,GOMEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7109,PACHECO GOMEZ MAXIMO,PDC,7064,SI,SENADOR,1989,MAXIMO JOSE NEMESIO,PACHECO,GOMEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7110,PACHECO GOMEZ MAXIMO,PDC,1461,SI,SENADOR,1989,MAXIMO JOSE NEMESIO,PACHECO,GOMEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7301,PACHECO GOMEZ MAXIMO,PDC,22531,SI,SENADOR,1989,MAXIMO JOSE NEMESIO,PACHECO,GOMEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7302,PACHECO GOMEZ MAXIMO,PDC,2357,SI,SENADOR,1989,MAXIMO JOSE NEMESIO,PACHECO,GOMEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7303,PACHECO GOMEZ MAXIMO,PDC,1449,SI,SENADOR,1989,MAXIMO JOSE NEMESIO,PACHECO,GOMEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7304,PACHECO GOMEZ MAXIMO,PDC,7848,SI,SENADOR,1989,MAXIMO JOSE NEMESIO,PACHECO,GOMEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7305,PACHECO GOMEZ MAXIMO,PDC,2066,SI,SENADOR,1989,MAXIMO JOSE NEMESIO,PACHECO,GOMEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7306,PACHECO GOMEZ MAXIMO,PDC,2584,SI,SENADOR,1989,MAXIMO JOSE NEMESIO,PACHECO,GOMEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7307,PACHECO GOMEZ MAXIMO,PDC,3636,SI,SENADOR,1989,MAXIMO JOSE NEMESIO,PACHECO,GOMEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7308,PACHECO GOMEZ MAXIMO,PDC,4913,SI,SENADOR,1989,MAXIMO JOSE NEMESIO,PACHECO,GOMEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7309,PACHECO GOMEZ MAXIMO,PDC,814,SI,SENADOR,1989,MAXIMO JOSE NEMESIO,PACHECO,GOMEZ,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10101,PAEZ VERDUGO SERGIO,PDC,16132,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10102,PAEZ VERDUGO SERGIO,PDC,3151,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10103,PAEZ VERDUGO SERGIO,PDC,341,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10104,PAEZ VERDUGO SERGIO,PDC,1903,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10105,PAEZ VERDUGO SERGIO,PDC,1462,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10106,PAEZ VERDUGO SERGIO,PDC,2120,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10107,PAEZ VERDUGO SERGIO,PDC,2174,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10108,PAEZ VERDUGO SERGIO,PDC,2757,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10109,PAEZ VERDUGO SERGIO,PDC,3402,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10201,PAEZ VERDUGO SERGIO,PDC,4459,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10202,PAEZ VERDUGO SERGIO,PDC,6206,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10203,PAEZ VERDUGO SERGIO,PDC,1374,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10204,PAEZ VERDUGO SERGIO,PDC,478,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10205,PAEZ VERDUGO SERGIO,PDC,921,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10206,PAEZ VERDUGO SERGIO,PDC,661,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10207,PAEZ VERDUGO SERGIO,PDC,586,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10208,PAEZ VERDUGO SERGIO,PDC,1470,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10209,PAEZ VERDUGO SERGIO,PDC,977,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10210,PAEZ VERDUGO SERGIO,PDC,1132,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10302,PAEZ VERDUGO SERGIO,PDC,1692,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10303,PAEZ VERDUGO SERGIO,PDC,3298,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10304,PAEZ VERDUGO SERGIO,PDC,1348,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10305,PAEZ VERDUGO SERGIO,PDC,2403,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10401,PAEZ VERDUGO SERGIO,PDC,645,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10402,PAEZ VERDUGO SERGIO,PDC,236,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10403,PAEZ VERDUGO SERGIO,PDC,859,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
10404,PAEZ VERDUGO SERGIO,PDC,316,SI,SENADOR,1989,SERGIO,PAEZ,VERDUGO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
13116,PALESTRO ROJAS MARIO,INDEP,13094,SI,DIPUTADO,1989,MARIO,PALESTRO,ROJAS,1990-1994,HOMBRE,INDEPENDIENTE
13121,PALESTRO ROJAS MARIO,INDEP,20313,SI,DIPUTADO,1989,MARIO,PALESTRO,ROJAS,1990-1994,HOMBRE,INDEPENDIENTE
13130,PALESTRO ROJAS MARIO,INDEP,11242,SI,DIPUTADO,1989,MARIO,PALESTRO,ROJAS,1990-1994,HOMBRE,INDEPENDIENTE
13111,PALMA IRARRAZAVAL ANDRES,PDC,25949,SI,DIPUTADO,1989,ANDRES JAIME,PALMA,IRARRAZAVAL,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
13118,PALMA IRARRAZAVAL ANDRES,PDC,28929,SI,DIPUTADO,1989,ANDRES JAIME,PALMA,IRARRAZAVAL,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
13129,PALMA IRARRAZAVAL ANDRES,PDC,28837,SI,DIPUTADO,1989,ANDRES JAIME,PALMA,IRARRAZAVAL,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
4101,PALMA IRARRAZAVAL JOAQUIN,PDC,16736,SI,DIPUTADO,1989,JOAQUIN SALVADOR,PALMA,IRARRAZAVAL,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
4103,PALMA IRARRAZAVAL JOAQUIN,PDC,1841,SI,DIPUTADO,1989,JOAQUIN SALVADOR,PALMA,IRARRAZAVAL,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
4104,PALMA IRARRAZAVAL JOAQUIN,PDC,489,SI,DIPUTADO,1989,JOAQUIN SALVADOR,PALMA,IRARRAZAVAL,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
4105,PALMA IRARRAZAVAL JOAQUIN,PDC,393,SI,DIPUTADO,1989,JOAQUIN SALVADOR,PALMA,IRARRAZAVAL,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
4106,PALMA IRARRAZAVAL JOAQUIN,PDC,1797,SI,DIPUTADO,1989,JOAQUIN SALVADOR,PALMA,IRARRAZAVAL,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
1101,PALZA CORVACHO HUMBERTO,PDC,6868,SI,SENADOR,1989,HUMBERTO,PALZA,CORVACHO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
1401,PALZA CORVACHO HUMBERTO,PDC,437,SI,SENADOR,1989,HUMBERTO,PALZA,CORVACHO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
1402,PALZA CORVACHO HUMBERTO,PDC,73,SI,SENADOR,1989,HUMBERTO,PALZA,CORVACHO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
1403,PALZA CORVACHO HUMBERTO,PDC,64,SI,SENADOR,1989,HUMBERTO,PALZA,CORVACHO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
1404,PALZA CORVACHO HUMBERTO,PDC,91,SI,SENADOR,1989,HUMBERTO,PALZA,CORVACHO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
1405,PALZA CORVACHO HUMBERTO,PDC,226,SI,SENADOR,1989,HUMBERTO,PALZA,CORVACHO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
15101,PALZA CORVACHO HUMBERTO,PDC,37030,SI,SENADOR,1989,HUMBERTO,PALZA,CORVACHO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
15102,PALZA CORVACHO HUMBERTO,PDC,108,SI,SENADOR,1989,HUMBERTO,PALZA,CORVACHO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
15201,PALZA CORVACHO HUMBERTO,PDC,283,SI,SENADOR,1989,HUMBERTO,PALZA,CORVACHO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
15202,PALZA CORVACHO HUMBERTO,PDC,78,SI,SENADOR,1989,HUMBERTO,PALZA,CORVACHO,1990-1994,HOMBRE,DEMOCRATA CRISTIANO
7201,PAPI BEYER MARIO,INDEP,7163,SI,SENADOR,1989,MARIO EGIDIO,PAPI,BEYER,1990-1994,HOMBRE,INDEPENDIENTE
7202,PAPI BEYER MARIO,INDEP,2121,SI,SENADOR,1989,MARIO EGIDIO,PAPI,BEYER,1990-1994,HOMBRE,INDEPENDIENTE
7203,PAPI BEYER MARIO,INDEP,911,SI,SENADOR,1989,MARIO EGIDIO,PAPI,BEYER,1990-1994,HOMBRE,INDEPENDIENTE
7401,PAPI BEYER MARIO,INDEP,11479,SI,SENADOR,1989,MARIO EGIDIO,PAPI,BEYER,1990-1994,HOMBRE,INDEPENDIENTE
7402,PAPI BEYER MARIO,INDEP,2587,SI,SENADOR,1989,MARIO EGIDIO,PAPI,BEYER,1990-1994,HOMBRE,INDEPENDIENTE
7403,PAPI BEYER MARIO,INDEP,3826,SI,SENADOR,1989,MARIO EGIDIO,PAPI,BEYER,1990-1994,HOMBRE,INDEPENDIENTE
7404,PAPI BEYER MARIO,INDEP,7360,SI,SENADOR,1989,MARIO EGIDIO,PAPI,BEYER,1990-1994,HOMBRE,INDEPENDIENTE
7405,PAPI BEYER MARIO,INDEP,2462,SI,SENADOR,1989,MARIO EGIDIO,PAPI,BEYER,1990-1994,HOMBRE,INDEPENDIENTE
7406,PAPI BEYER MARIO,INDEP,6864,SI,SENADOR,1989,MARIO EGIDIO,PAPI,BEYER,1990-1994,HOMBRE,INDEPENDIENTE
7407,PAPI BEYER MARIO,INDEP,2228,SI,SENADOR,1989,MARIO EGIDIO,PAPI,BEYER,1990-1994,HOMBRE,INDEPENDIENTE
7408,PAPI BEYER MARIO,INDEP,1764,SI,SENADOR,1989,MARIO EGIDIO,PAPI,BEYER,1990-1994,HOMBRE,INDEPENDIENTE
9102,PEÑA MEZA JOSE,PR,4431,SI,DIPUTADO,1989,JOSE APOLONIO,PEÑA,MEZA,1990-1994,HOMBRE,RADICAL
9105,PEÑA MEZA JOSE,PR,1655,SI,DIPUTADO,1989,JOSE APOLONIO,PEÑA,MEZA,1990-1994,HOMBRE,RADICAL
9111,PEÑA MEZA JOSE,PR,4159,SI,DIPUTADO,1989,JOSE APOLONIO,PEÑA,MEZA,1990-1994,HOMBRE,RADICAL
9114,PEÑA MEZA JOSE,PR,2674,SI,DIPUTADO,1989,JOSE APOLONIO,PEÑA,MEZA,1990-1994,HOMBRE,RADICAL
9116,PEÑA MEZA JOSE,PR,1604,SI,DIPUTADO,1989,JOSE APOLONIO,PEÑA,MEZA,1990-1994,HOMBRE,RADICAL
